FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados
170622;2000;46;;
170622;2100;47;;
170622;2200;28;;
170622;2300;39;;
170623;0;45;;
170623;100;23;;
170623;200;18;;
170623;300;11;;
170623;400;7;;
170623;500;8;;
170623;600;7;;
170623;700;27;;
170623;800;9;;
170623;900;11;;
170623;1000;22;;
170623;1100;12;;
170623;1200;11;;
170623;1300;9;;
170623;1400;11;;
170623;1500;18;;
170623;1600;16;;
170623;1700;25;;
170623;1800;16;;
170623;1900;18;;
170623;2000;64;;
170623;2100;134;;
170623;2200;138;;
170623;2300;65;;
170624;0;78;;
170624;100;66;;
170624;200;88;;
170624;300;114;;
170624;400;96;;
170624;500;25;;
170624;600;14;;
170624;700;13;;
170624;800;24;;
170624;900;31;;
170624;1000;39;;
170624;1100;23;;
170624;1200;27;;
170624;1300;18;;
170624;1400;34;;
170624;1500;30;;
170624;1600;35;;
170624;1700;30;;
170624;1800;57;;
170624;1900;51;;
170624;2000;27;;
170624;2100;35;;
170624;2200;34;;
170624;2300;41;;
170625;0;37;;
170625;100;42;;
170625;200;11;;
170625;300;7;;
170625;400;7;;
170625;500;12;;
170625;600;9;;
170625;700;7;;
170625;800;9;;
170625;900;7;;
170625;1000;23;;
170625;1100;23;;
170625;1200;18;;
170625;1300;22;;
170625;1400;20;;
170625;1500;25;;
170625;1600;19;;
170625;1700;23;;
170625;1800;21;;
170625;1900;23;;
170625;2000;16;;
170625;2100;30;;
170625;2200;19;;
170625;2300;15;;
170626;0;14;;
170626;100;32;;
170626;200;16;;
170626;300;12;;
170626;400;7;;
170626;500;7;;
170626;600;5;;
170626;700;5;;
170626;800;7;;
170626;900;7;;
170626;1000;16;;
170626;1100;14;;
170626;1200;16;;
170626;1300;20;;
170626;1400;34;;
170626;1500;38;;
170626;1600;36;;
170626;1700;42;;
170626;1800;74;;
170626;1900;96;;
170626;2000;184;;
170626;2100;173;;
170626;2200;73;;
170626;2300;103;;
170627;0;76;;
170627;100;74;;
170627;200;79;;
170627;300;69;;
170627;400;45;;
170627;500;16;;
170627;600;42;;
170627;700;35;;
170627;800;52;;
170627;900;61;;
170627;1000;26;;
170627;1100;18;;
170627;1200;21;;
170627;1300;14;;
170627;1400;7;;
170627;1500;7;;
170627;1600;4;;
170627;1700;11;;
170627;1800;35;;
170627;1900;54;;
170627;2000;36;;
170627;2100;61;;
170627;2200;35;;
170627;2300;18;;
170628;0;14;;
170628;100;19;;
170628;200;13;;
170628;300;12;;
170628;400;11;;
170628;500;7;;
170628;600;7;;
170628;700;5;;
170628;800;11;;
170628;900;11;;
170628;1000;11;;
170628;1100;12;;
170628;1200;18;;
170628;1300;14;;
170628;1400;16;;
170628;1500;9;;
170628;1600;11;;
170628;1700;14;;
170628;1800;19;;
170628;1900;39;;
170628;2000;28;;
170628;2100;24;;
170628;2200;27;;
170628;2300;28;;
170629;0;27;;
170629;100;16;;
170629;200;19;;
170629;300;11;;
170629;400;7;;
170629;500;7;;
170629;600;7;;
170629;700;7;;
170629;800;15;;
170629;900;39;;
170629;1000;26;;
170629;1100;16;;
170629;1200;15;;
170629;1300;12;;
170629;1400;12;;
170629;1500;11;;
170629;1600;26;;
170629;1700;32;;
170629;1800;61;;
170629;1900;41;;
170629;2000;212;;
170629;2100;259;;
170629;2200;61;;
170629;2300;224;;
170630;0;246;;
170630;100;208;;
170630;200;122;;
170630;300;180;;
170630;400;93;;
170630;500;79;;
170630;600;68;;
170630;700;19;;
170630;800;23;;
170630;900;16;;
170630;1000;22;;
170630;1100;23;;
170630;1200;27;;
170630;1300;15;;
170630;1400;18;;
170630;1500;20;;
170630;1600;18;;
170630;1700;23;;
170630;1800;74;;
170630;1900;120;;
170630;2000;62;;
170630;2100;38;;
170630;2200;19;;
170630;2300;19;;
170701;0;19;;
170701;100;14;;
170701;200;15;;
170701;300;18;;
170701;400;20;;
170701;500;12;;
170701;600;14;;
170701;700;11;;
170701;800;14;;
170701;900;18;;
170701;1000;16;;
170701;1100;;34;
170701;1200;19;;
170701;1300;22;;
170701;1400;20;;
170701;1500;19;;
170701;1600;19;;
170701;1700;31;;
170701;1800;92;;
170701;1900;223;;
170701;2000;243;;
170701;2100;211;;
170701;2200;269;;
170701;2300;265;;
170702;0;61;;
170702;100;115;;
170702;200;115;;
170702;300;108;;
170702;400;124;;
170702;500;33;;
170702;600;15;;
170702;700;20;;
170702;800;23;;
170702;900;19;;
170702;1000;16;;
170702;1100;22;;
170702;1200;25;;
170702;1300;35;;
170702;1400;23;;
170702;1500;25;;
170702;1600;33;;
170702;1700;34;;
170702;1800;38;;
170702;1900;65;;
170702;2000;62;;
170702;2100;66;;
170702;2200;57;;
170702;2300;45;;
170703;0;42;;
170703;100;41;;
170703;200;31;;
170703;300;28;;
170703;400;27;;
170703;500;19;;
170703;600;22;;
170703;700;24;;
170703;800;28;;
170703;900;30;;
170703;1000;30;;
170703;1100;27;;
170703;1200;26;;
170703;1300;18;;
170703;1400;24;;
170703;1500;30;;
170703;1600;35;;
170703;1700;54;;
170703;1800;54;;
170703;1900;49;;
170703;2000;55;;
170703;2100;105;;
170703;2200;50;;
170703;2300;41;;
170704;0;35;;
170704;100;26;;
170704;200;26;;
170704;300;20;;
170704;400;21;;
170704;500;15;;
170704;600;5;;
170704;700;5;;
170704;800;9;;
170704;900;20;;
170704;1000;21;;
170704;1100;25;;
170704;1200;16;;
170704;1300;15;;
170704;1400;18;;
170704;1500;19;;
170704;1600;24;;
170704;1700;20;;
170704;1800;31;;
170704;1900;37;;
170704;2000;97;;
170704;2100;188;;
170704;2200;172;;
170704;2300;150;;
170705;0;100;;
170705;100;20;;
170705;200;20;;
170705;300;69;;
170705;400;28;;
170705;500;27;;
170705;600;35;;
170705;700;50;;
170705;800;55;;
170705;900;47;;
170705;1000;89;;
170705;1100;85;;
170705;1200;62;;
170705;1300;47;;
170705;1400;110;;
170705;1500;77;;
170705;1600;74;;
170705;1700;55;;
170705;1800;54;;
170705;1900;27;;
170705;2000;92;;
170705;2100;55;;
170705;2200;73;;
170705;2300;93;;
170706;0;92;;
170706;100;95;;
170706;200;77;;
170706;300;120;;
170706;400;93;;
170706;500;73;;
170706;600;67;;
170706;700;91;;
170706;800;73;;
170706;900;68;;
170706;1000;104;;
170706;1100;24;;
170706;1200;19;;
170706;1300;18;;
170706;1400;19;;
170706;1500;11;;
170706;1600;;;
170706;1700;;;
170706;1800;;;
170706;1900;51;;
170706;2000;165;;
170706;2100;239;;
170706;2200;108;;
170706;2300;77;;
170707;0;7;;
170707;100;16;;
170707;200;26;;
170707;300;22;;
170707;400;23;;
170707;500;30;;
170707;600;40;;
170707;700;55;;
170707;800;71;;
170707;900;68;;
170707;1000;51;;
170707;1100;37;;
170707;1200;19;;
170707;1300;16;;
170707;1400;23;;
170707;1500;14;;
170707;1600;16;;
170707;1700;30;;
170707;1800;45;;
170707;1900;31;;
170707;2000;34;;
170707;2100;126;;
170707;2200;108;;
170707;2300;112;;
170708;0;122;;
170708;100;106;;
170708;200;170;;
170708;300;35;;
170708;400;46;;
170708;500;37;;
170708;600;30;;
170708;700;30;;
170708;800;34;;
170708;900;51;;
170708;1000;43;;
170708;1100;55;;
170708;1200;65;;
170708;1300;51;;
170708;1400;46;;
170708;1500;61;;
170708;1600;54;;
170708;1700;75;;
170708;1800;66;;
170708;1900;59;;
170708;2000;133;;
170708;2100;269;;
170708;2200;291;;
170708;2300;246;;
170709;0;327;;
170709;100;407;;
170709;200;311;;
170709;300;280;;
170709;400;156;;
170709;500;88;;
170709;600;57;;
170709;700;84;;
170709;800;57;;
170709;900;62;;
170709;1000;21;;
170709;1100;8;;
170709;1200;8;;
170709;1300;12;;
170709;1400;7;;
170709;1500;11;;
170709;1600;14;;
170709;1700;16;;
170709;1800;19;;
170709;1900;24;;
170709;2000;12;;
170709;2100;11;;
170709;2200;9;;
170709;2300;7;;
170710;0;9;;
170710;100;9;;
170710;200;12;;
170710;300;8;;
170710;400;8;;
170710;500;9;;
170710;600;11;;
170710;700;12;;
170710;800;8;;
170710;900;7;;
170710;1000;16;;
170710;1100;19;;
170710;1200;12;;
170710;1300;15;;
170710;1400;12;;
170710;1500;18;;
170710;1600;19;;
170710;1700;19;;
170710;1800;54;;
170710;1900;76;;
170710;2000;141;;
170710;2100;133;;
170710;2200;123;;
170710;2300;200;;
170711;0;153;;
170711;100;250;;
170711;200;164;;
170711;300;145;;
170711;400;126;;
170711;500;58;;
170711;600;15;;
170711;700;16;;
170711;800;22;;
170711;900;31;;
170711;1000;30;;
170711;1100;28;;
170711;1200;27;;
170711;1300;23;;
170711;1400;32;;
170711;1500;35;;
170711;1600;47;;
170711;1700;50;;
170711;1800;72;;
170711;1900;70;;
170711;2000;66;;
170711;2100;235;;
170711;2200;287;;
170711;2300;169;;
170712;0;92;;
170712;100;84;;
170712;200;110;;
170712;300;70;;
170712;400;24;;
170712;500;22;;
170712;600;27;;
170712;700;25;;
170712;800;32;;
170712;900;32;;
170712;1000;24;;
170712;1100;22;;
170712;1200;28;;
170712;1300;20;;
170712;1400;19;;
170712;1500;;;
170712;1600;23;;
170712;1700;20;;
170712;1800;18;;
170712;1900;36;;
170712;2000;16;;
170712;2100;18;;
170712;2200;16;;
170712;2300;16;;
170713;0;16;;
170713;100;14;;
170713;200;11;;
170713;300;22;;
170713;400;26;;
170713;500;9;;
170713;600;11;;
170713;700;12;;
170713;800;14;;
170713;900;8;;
170713;1000;18;;
170713;1100;16;;
170713;1200;14;;
170713;1300;7;;
170713;1400;11;;
170713;1500;8;;
170713;1600;12;;
170713;1700;18;;
170713;1800;23;;
170713;1900;57;;
170713;2000;55;;
170713;2100;63;;
170713;2200;105;;
170713;2300;93;;
170714;0;174;;
170714;100;209;;
170714;200;165;;
170714;300;65;;
170714;400;14;;
170714;500;11;;
170714;600;34;;
170714;700;27;;
170714;800;69;;
170714;900;85;;
170714;1000;47;;
170714;1100;20;;
170714;1200;7;;
170714;1300;7;;
170714;1400;5;;
170714;1500;8;;
170714;1600;8;;
170714;1700;14;;
170714;1800;8;;
170714;1900;14;;
170714;2000;11;;
170714;2100;9;;
170714;2200;12;;
170714;2300;8;;
170715;0;8;;
170715;100;10;;
170715;200;8;;
170715;300;7;;
170715;400;7;;
170715;500;8;;
170715;600;7;;
170715;700;5;;
170715;800;15;;
170715;900;16;;
170715;1000;12;;
170715;1100;18;;
170715;1200;11;;
170715;1300;11;;
170715;1400;11;;
170715;1500;8;;
170715;1600;14;;
170715;1700;23;;
170715;1800;37;;
170715;1900;154;;
170715;2000;161;;
170715;2100;238;;
170715;2200;138;;
170715;2300;33;;
170716;0;30;;
170716;100;15;;
170716;200;8;;
170716;300;8;;
170716;400;12;;
170716;500;7;;
170716;600;7;;
170716;700;5;;
170716;800;7;;
170716;900;8;;
170716;1000;7;;
170716;1100;8;;
170716;1200;9;;
170716;1300;12;;
170716;1400;9;;
170716;1500;9;;
170716;1600;12;;
170716;1700;11;;
170716;1800;39;;
170716;1900;53;;
170716;2000;72;;
170716;2100;127;;
170716;2200;45;;
170716;2300;28;;
170717;0;24;;
170717;100;22;;
170717;200;13;;
170717;300;12;;
170717;400;15;;
170717;500;12;;
170717;600;12;;
170717;700;15;;
170717;800;12;;
170717;900;16;;
170717;1000;22;;
170717;1100;14;;
170717;1200;23;;
170717;1300;22;;
170717;1400;16;;
170717;1500;18;;
170717;1600;19;;
170717;1700;30;;
170717;1800;55;;
170717;1900;58;;
170717;2000;256;;
170717;2100;273;;
170717;2200;353;;
170717;2300;343;;
170718;0;376;;
170718;100;404;;
170718;200;30;;
170718;300;18;;
170718;400;19;;
170718;500;20;;
170718;600;19;;
170718;700;19;;
170718;800;20;;
170718;900;19;;
170718;1000;27;;
170718;1100;24;;
170718;1200;20;;
170718;1300;18;;
170718;1400;25;;
170718;1500;23;;
170718;1600;18;;
170718;1700;20;;
170718;1800;65;;
170718;1900;45;;
170718;2000;88;;
170718;2100;331;;
170718;2200;249;;
170718;2300;285;;
170719;0;256;;
170719;100;232;;
170719;200;28;;
170719;300;25;;
170719;400;18;;
170719;500;16;;
170719;600;20;;
170719;700;20;;
170719;800;20;;
170719;900;28;;
170719;1000;31;;
170719;1100;30;;
170719;1200;31;;
170719;1300;31;;
170719;1400;23;;
170719;1500;23;;
170719;1600;23;;
170719;1700;30;;
170719;1800;62;;
170719;1900;62;;
170719;2000;56;;
170719;2100;47;;
170719;2200;160;;
170719;2300;490;;
170720;0;542;;
170720;100;34;;
170720;200;81;;
170720;300;64;;
170720;400;47;;
170720;500;28;;
170720;600;22;;
170720;700;19;;
170720;800;20;;
170720;900;28;;
170720;1000;34;;
170720;1100;36;;
170720;1200;27;;
170720;1300;26;;
170720;1400;15;;
170720;1500;24;;
170720;1600;27;;
170720;1700;45;;
170720;1800;61;;
170720;1900;69;;
170720;2000;31;;
170720;2100;35;;
170720;2200;32;;
170720;2300;28;;
170721;0;28;;
170721;100;23;;
170721;200;20;;
170721;300;23;;
170721;400;28;;
170721;500;25;;
170721;600;16;;
170721;700;19;;
170721;800;30;;
170721;900;35;;
170721;1000;37;;
170721;1100;27;;
170721;1200;32;;
170721;1300;15;;
170721;1400;15;;
170721;1500;19;;
170721;1600;36;;
170721;1700;38;;
170721;1800;114;;
170721;1900;182;;
170721;2000;72;;
170721;2100;67;;
170721;2200;49;;
170721;2300;41;;
170722;0;42;;
170722;100;41;;
170722;200;39;;
170722;300;26;;
170722;400;23;;
170722;500;18;;
170722;600;23;;
170722;700;20;;
170722;800;18;;
170722;900;30;;
170722;1000;37;;
170722;1100;37;;
170722;1200;38;;
170722;1300;35;;
170722;1400;30;;
170722;1500;39;;
170722;1600;47;;
170722;1700;51;;
170722;1800;74;;
170722;1900;95;;
170722;2000;128;;
170722;2100;58;;
170722;2200;47;;
170722;2300;34;;
170723;0;49;;
170723;100;31;;
170723;200;28;;
170723;300;24;;
170723;400;30;;
170723;500;14;;
170723;600;16;;
170723;700;14;;
170723;800;8;;
170723;900;16;;
170723;1000;20;;
170723;1100;16;;
170723;1200;16;;
170723;1300;14;;
170723;1400;22;;
170723;1500;7;;
170723;1600;7;;
170723;1700;8;;
170723;1800;16;;
170723;1900;51;;
170723;2000;66;;
170723;2100;32;;
170723;2200;111;;
170723;2300;106;;
170724;0;54;;
170724;100;54;;
170724;200;9;;
170724;300;9;;
170724;400;7;;
170724;500;14;;
170724;600;16;;
170724;700;11;;
170724;800;15;;
170724;900;15;;
170724;1000;18;;
170724;1100;16;;
170724;1200;16;;
170724;1300;13;;
170724;1400;13;;
170724;1500;11;;
170724;1600;15;;
170724;1700;20;;
170724;1800;80;;
170724;1900;95;;
170724;2000;84;;
170724;2100;158;;
170724;2200;237;;
170724;2300;23;;
170725;0;20;;
170725;100;16;;
170725;200;15;;
170725;300;8;;
170725;400;16;;
170725;500;22;;
170725;600;36;;
170725;700;47;;
170725;800;39;;
170725;900;23;;
170725;1000;20;;
170725;1100;15;;
170725;1200;9;;
170725;1300;7;;
170725;1400;7;;
170725;1500;9;;
170725;1600;23;;
170725;1700;19;;
170725;1800;50;;
170725;1900;42;;
170725;2000;229;;
170725;2100;64;;
170725;2200;64;;
170725;2300;92;;
170726;0;101;;
170726;100;119;;
170726;200;131;;
170726;300;93;;
170726;400;115;;
170726;500;91;;
170726;600;31;;
170726;700;57;;
170726;800;88;;
170726;900;27;;
170726;1000;27;;
170726;1100;38;;
170726;1200;34;;
170726;1300;19;;
170726;1400;18;;
170726;1500;11;;
170726;1600;23;;
170726;1700;36;;
170726;1800;40;;
170726;1900;47;;
170726;2000;50;;
170726;2100;37;;
170726;2200;62;;
170726;2300;145;;
170727;0;99;;
170727;100;87;;
170727;200;107;;
170727;300;89;;
170727;400;103;;
170727;500;57;;
170727;600;47;;
170727;700;31;;
170727;800;22;;
170727;900;25;;
170727;1000;41;;
170727;1100;49;;
170727;1200;73;;
170727;1300;61;;
170727;1400;40;;
170727;1500;49;;
170727;1600;31;;
170727;1700;35;;
170727;1800;57;;
170727;1900;70;;
170727;2000;99;;
170727;2100;80;;
170727;2200;336;;
170727;2300;299;;
170728;0;191;;
170728;100;93;;
170728;200;118;;
170728;300;78;;
170728;400;49;;
170728;500;22;;
170728;600;74;;
170728;700;95;;
170728;800;104;;
170728;900;128;;
170728;1000;119;;
170728;1100;142;;
170728;1200;84;;
170728;1300;28;;
170728;1400;9;;
170728;1500;11;;
170728;1600;18;;
170728;1700;18;;
170728;1800;33;;
170728;1900;54;;
170728;2000;51;;
170728;2100;47;;
170728;2200;31;;
170728;2300;20;;
170729;0;11;;
170729;100;12;;
170729;200;13;;
170729;300;11;;
170729;400;8;;
170729;500;11;;
170729;600;8;;
170729;700;16;;
170729;800;22;;
170729;900;15;;
170729;1000;14;;
170729;1100;7;;
170729;1200;9;;
170729;1300;15;;
170729;1400;16;;
170729;1500;19;;
170729;1600;16;;
170729;1700;23;;
170729;1800;36;;
170729;1900;37;;
170729;2000;50;;
170729;2100;68;;
170729;2200;112;;
170729;2300;76;;
170730;0;74;;
170730;100;216;;
170730;200;87;;
170730;300;172;;
170730;400;104;;
170730;500;72;;
170730;600;18;;
170730;700;14;;
170730;800;23;;
170730;900;23;;
170730;1000;25;;
170730;1100;27;;
170730;1200;28;;
170730;1300;32;;
170730;1400;28;;
170730;1500;31;;
170730;1600;35;;
170730;1700;24;;
170730;1800;42;;
170730;1900;41;;
170730;2000;203;;
170730;2100;527;;
170730;2200;439;;
170730;2300;350;;
170731;0;162;;
170731;100;142;;
170731;200;122;;
170731;300;32;;
170731;400;72;;
170731;500;67;;
170731;600;95;;
170731;700;91;;
170731;800;87;;
170731;900;32;;
170731;1000;51;;
170731;1100;38;;
170731;1200;30;;
170731;1300;30;;
170731;1400;31;;
170731;1500;32;;
170731;1600;31;;
170731;1700;49;;
170731;1800;82;;
170731;1900;126;;
170731;2000;83;;
170731;2100;91;;
170731;2200;58;;
170731;2300;128;;
170801;0;134;;
170801;100;172;;
170801;200;160;;
170801;300;79;;
170801;400;64;;
170801;500;83;;
170801;600;80;;
170801;700;88;;
170801;800;108;;
170801;900;89;;
170801;1000;72;;
170801;1100;93;;
170801;1200;;;
170801;1300;55;;
170801;1400;39;;
170801;1500;33;;
170801;1600;32;;
170801;1700;41;;
170801;1800;76;;
170801;1900;85;;
170801;2000;124;;
170801;2100;280;;
170801;2200;362;;
170801;2300;153;;
170802;0;188;;
170802;100;200;;
170802;200;210;;
170802;300;80;;
170802;400;26;;
170802;500;54;;
170802;600;41;;
170802;700;96;;
170802;800;39;;
170802;900;49;;
170802;1000;38;;
170802;1100;42;;
170802;1200;39;;
170802;1300;31;;
170802;1400;21;;
170802;1500;28;;
170802;1600;34;;
170802;1700;39;;
170802;1800;57;;
170802;1900;74;;
170802;2000;93;;
170802;2100;172;;
170802;2200;375;;
170802;2300;111;;
170803;0;41;;
170803;100;37;;
170803;200;27;;
170803;300;28;;
170803;400;28;;
170803;500;27;;
170803;600;22;;
170803;700;26;;
170803;800;24;;
170803;900;25;;
170803;1000;31;;
170803;1100;28;;
170803;1200;37;;
170803;1300;39;;
170803;1400;33;;
170803;1500;34;;
170803;1600;43;;
170803;1700;54;;
170803;1800;97;;
170803;1900;129;;
170803;2000;289;;
170803;2100;202;;
170803;2200;218;;
170803;2300;403;;
170804;0;285;;
170804;100;181;;
170804;200;225;;
170804;300;257;;
170804;400;39;;
170804;500;34;;
170804;600;42;;
170804;700;72;;
170804;800;99;;
170804;900;104;;
170804;1000;78;;
170804;1100;105;;
170804;1200;38;;
170804;1300;51;;
170804;1400;52;;
170804;1500;54;;
170804;1600;57;;
170804;1700;59;;
170804;1800;78;;
170804;1900;80;;
170804;2000;55;;
170804;2100;70;;
170804;2200;77;;
170804;2300;65;;
170805;0;66;;
170805;100;72;;
170805;200;66;;
170805;300;64;;
170805;400;45;;
170805;500;27;;
170805;600;42;;
170805;700;38;;
170805;800;30;;
170805;900;41;;
170805;1000;32;;
170805;1100;19;;
170805;1200;23;;
170805;1300;24;;
170805;1400;23;;
170805;1500;26;;
170805;1600;27;;
170805;1700;59;;
170805;1800;92;;
170805;1900;96;;
170805;2000;82;;
170805;2100;61;;
170805;2200;127;;
170805;2300;105;;
170806;0;108;;
170806;100;49;;
170806;200;39;;
170806;300;64;;
170806;400;64;;
170806;500;65;;
170806;600;77;;
170806;700;81;;
170806;800;83;;
170806;900;52;;
170806;1000;34;;
170806;1100;16;;
170806;1200;16;;
170806;1300;4;;
170806;1400;3;;
170806;1500;4;;
170806;1600;8;;
170806;1700;8;;
170806;1800;24;;
170806;1900;51;;
170806;2000;93;;
170806;2100;87;;
170806;2200;205;;
170806;2300;106;;
170807;0;137;;
170807;100;105;;
170807;200;52;;
170807;300;73;;
170807;400;57;;
170807;500;34;;
170807;600;12;;
170807;700;26;;
170807;800;43;;
170807;900;27;;
170807;1000;15;;
170807;1100;8;;
170807;1200;8;;
170807;1300;12;;
170807;1400;16;;
170807;1500;23;;
170807;1600;43;;
170807;1700;34;;
170807;1800;99;;
170807;1900;69;;
170807;2000;103;;
170807;2100;55;;
170807;2200;49;;
170807;2300;69;;
170808;0;103;;
170808;100;57;;
170808;200;35;;
170808;300;18;;
170808;400;42;;
170808;500;34;;
170808;600;20;;
170808;700;47;;
170808;800;93;;
170808;900;100;;
170808;1000;88;;
170808;1100;51;;
170808;1200;23;;
170808;1300;35;;
170808;1400;30;;
170808;1500;18;;
170808;1600;14;;
170808;1700;28;;
170808;1800;100;;
